time,lat,lon,tempanomaly
1937-11-15,51.0,21.0,-0.21
1937-12-15,51.0,21.0,2.52
1938-01-15,51.0,21.0,1.9
1938-02-15,51.0,21.0,2.2
1938-03-15,51.0,21.0,4.12
1938-04-15,51.0,21.0,-3.28
1938-05-15,51.0,21.0,-0.59
1938-06-15,51.0,21.0,0.48999998
1938-07-15,51.0,21.0,0.28
1938-08-15,51.0,21.0,1.73
1938-09-15,51.0,21.0,0.52
1938-10-15,51.0,21.0,0.85999995
1938-11-15,51.0,21.0,2.86
1938-12-15,51.0,21.0,-2.49
1939-01-15,51.0,21.0,3.99
1939-02-15,51.0,21.0,4.3399997
1939-03-15,51.0,21.0,-1.68
1939-04-15,51.0,21.0,1.8499999
1939-05-15,51.0,21.0,-1.5899999
1939-06-15,51.0,21.0,1.0
1939-07-15,51.0,21.0,0.88
1939-08-15,51.0,21.0,1.64
1939-09-15,51.0,21.0,-0.26999998
1939-10-15,51.0,21.0,-2.6499999
1939-11-15,51.0,21.0,0.58
1939-12-15,51.0,21.0,-1.9799999
1940-01-15,51.0,21.0,-8.29
1940-02-15,51.0,21.0,-7.7799997
1940-03-15,51.0,21.0,-1.92
1940-04-15,51.0,21.0,-0.39
1940-05-15,51.0,21.0,-0.25
1940-06-15,51.0,21.0,1.5699999
1940-07-15,51.0,21.0,0.17999999
1940-08-15,51.0,21.0,-2.25
1940-09-15,51.0,21.0,-1.06
1940-10-15,51.0,21.0,-1.42
1940-11-15,51.0,21.0,1.67
1940-12-15,51.0,21.0,-3.6899998
1941-01-15,51.0,21.0,-5.21
1941-02-15,51.0,21.0,0.32
1941-03-15,51.0,21.0,-0.22999999
1941-04-15,51.0,21.0,-2.73
1941-05-15,51.0,21.0,-2.6499999
1941-06-15,51.0,21.0,0.17999999
1941-07-15,51.0,21.0,1.5699999
1941-08-15,51.0,21.0,-0.87
1941-09-15,51.0,21.0,-2.2
1941-10-15,51.0,21.0,-1.4399999
1941-11-15,51.0,21.0,-3.6999998
1941-12-15,51.0,21.0,0.89
1942-01-15,51.0,21.0,-6.5
1942-02-15,51.0,21.0,-4.56
1942-03-15,51.0,21.0,-4.49
1942-04-15,51.0,21.0,-1.36
1942-05-15,51.0,21.0,-0.13
1942-06-15,51.0,21.0,-1.18
1942-07-15,51.0,21.0,-1.02
1942-08-15,51.0,21.0,1.87
1942-09-15,51.0,21.0,2.6599998
1942-10-15,51.0,21.0,1.6899999
1942-11-15,51.0,21.0,-0.96
1942-12-15,51.0,21.0,1.9
1943-01-15,51.0,21.0,0.19
1943-02-15,51.0,21.0,4.2999997
1943-03-15,51.0,21.0,3.11
1943-04-15,51.0,21.0,1.37
1943-05-15,51.0,21.0,-0.59999996
1943-06-15,51.0,21.0,-0.83
1943-07-15,51.0,21.0,0.14999999
1943-08-15,51.0,21.0,2.24
1943-09-15,51.0,21.0,1.04
1943-10-15,51.0,21.0,1.11
1943-11-15,51.0,21.0,-0.78999996
1943-12-15,51.0,21.0,-4.0
1944-01-15,51.0,21.0,5.23
1944-02-15,51.0,21.0,0.07
1944-03-15,51.0,21.0,-2.25
1944-04-15,51.0,21.0,-0.12
1944-05-15,51.0,21.0,-0.26
1944-06-15,51.0,21.0,-0.66999996
1944-07-15,51.0,21.0,0.91999996
1944-08-15,51.0,21.0,2.97
1944-09-15,51.0,21.0,-0.35999998
1944-10-15,51.0,21.0,1.11
1944-11-15,51.0,21.0,-0.02
1944-12-15,51.0,21.0,-1.67
1945-01-15,51.0,21.0,-1.26
1945-02-15,51.0,21.0,3.21
1945-03-15,51.0,21.0,0.66999996
1945-04-15,51.0,21.0,-0.97999996
1945-05-15,51.0,21.0,-1.1
1945-06-15,51.0,21.0,-1.68
1945-07-15,51.0,21.0,-0.26999998
1945-08-15,51.0,21.0,0.089999996
1945-09-15,51.0,21.0,-0.01
1945-10-15,51.0,21.0,-0.66999996
1945-11-15,51.0,21.0,-0.90999997
1945-12-15,51.0,21.0,-0.77
1946-01-15,51.0,21.0,0.69
1946-02-15,51.0,21.0,1.9399999
1946-03-15,51.0,21.0,0.83
1946-04-15,51.0,21.0,1.73
1946-05-15,51.0,21.0,2.3999999
1946-06-15,51.0,21.0,0.93
1946-07-15,51.0,21.0,1.5
1946-08-15,51.0,21.0,1.14
1946-09-15,51.0,21.0,1.23
1946-10-15,51.0,21.0,-4.0899997
1946-11-15,51.0,21.0,-0.81
1946-12-15,51.0,21.0,-2.53
1947-01-15,51.0,21.0,-4.7799997
1947-02-15,51.0,21.0,-5.83
1947-03-15,51.0,21.0,-0.02
1947-04-15,51.0,21.0,0.84
1947-05-15,51.0,21.0,1.5
1947-06-15,51.0,21.0,1.15
1947-07-15,51.0,21.0,1.29
1947-08-15,51.0,21.0,-0.61
1947-09-15,51.0,21.0,2.35
1947-10-15,51.0,21.0,-2.8799999
1947-11-15,51.0,21.0,0.44
1947-12-15,51.0,21.0,1.64
1948-01-15,51.0,21.0,5.15
1948-02-15,51.0,21.0,-0.14
1948-03-15,51.0,21.0,0.77
1948-04-15,51.0,21.0,2.8
1948-05-15,51.0,21.0,1.7199999
1948-06-15,51.0,21.0,-0.25
1948-07-15,51.0,21.0,-0.76
1948-08-15,51.0,21.0,0.08
1948-09-15,51.0,21.0,0.84999996
1948-10-15,51.0,21.0,-0.06
1948-11-15,51.0,21.0,-1.4599999
1948-12-15,51.0,21.0,-2.71
1949-01-15,51.0,21.0,2.9199998
1949-02-15,51.0,21.0,1.1899999
1949-03-15,51.0,21.0,-1.9
1949-04-15,51.0,21.0,0.66999996
1949-05-15,51.0,21.0,1.86
1949-06-15,51.0,21.0,-1.99
1949-07-15,51.0,21.0,-0.64
1949-08-15,51.0,21.0,-0.69
1949-09-15,51.0,21.0,0.84
1949-10-15,51.0,21.0,0.57
1949-11-15,51.0,21.0,1.89
1949-12-15,51.0,21.0,3.05
1950-01-15,51.0,21.0,-4.08
1950-02-15,51.0,21.0,1.6899999
1950-03-15,51.0,21.0,1.4599999
1950-04-15,51.0,21.0,1.8299999
1950-05-15,51.0,21.0,1.88
1950-06-15,51.0,21.0,0.22999999
1950-07-15,51.0,21.0,0.77
1950-08-15,51.0,21.0,0.31
1950-09-15,51.0,21.0,0.24
1950-10-15,51.0,21.0,-1.6899999
1950-11-15,51.0,21.0,0.79999995
1950-12-15,51.0,21.0,1.03
1951-01-15,51.0,21.0,1.67
1951-02-15,51.0,21.0,1.9
1951-03-15,51.0,21.0,0.32
1951-04-15,51.0,21.0,1.29
1951-05-15,51.0,21.0,-0.48999998
1951-06-15,51.0,21.0,0.089999996
1951-07-15,51.0,21.0,0.52
1951-08-15,51.0,21.0,2.04
1951-09-15,51.0,21.0,2.06
1951-10-15,51.0,21.0,-2.01
1951-11-15,51.0,21.0,3.48
1951-12-15,51.0,21.0,2.44
1952-01-15,51.0,21.0,2.25
1952-02-15,51.0,21.0,-0.81
1952-03-15,51.0,21.0,-6.0499997
1952-04-15,51.0,21.0,1.75
1952-05-15,51.0,21.0,-1.11
1952-06-15,51.0,21.0,-0.74
1952-07-15,51.0,21.0,0.59999996
1952-08-15,51.0,21.0,2.3
1952-09-15,51.0,21.0,-0.48999998
1952-10-15,51.0,21.0,-0.25
1952-11-15,51.0,21.0,-2.1299999
1952-12-15,51.0,21.0,-0.66999996
1953-01-15,51.0,21.0,0.53999996
1953-02-15,51.0,21.0,-0.53
1953-03-15,51.0,21.0,-0.14999999
1953-04-15,51.0,21.0,0.32
1953-05-15,51.0,21.0,-0.03
1953-06-15,51.0,21.0,0.71
1953-07-15,51.0,21.0,1.8299999
1953-08-15,51.0,21.0,-0.32999998
1953-09-15,51.0,21.0,0.83
1953-10-15,51.0,21.0,1.23
1953-11-15,51.0,21.0,-1.4499999
1953-12-15,51.0,21.0,0.94
1954-01-15,51.0,21.0,-5.43
1954-02-15,51.0,21.0,-6.25
1954-03-15,51.0,21.0,2.86
1954-04-15,51.0,21.0,-2.4299998
1954-05-15,51.0,21.0,-0.13
1954-06-15,51.0,21.0,1.9699999
1954-07-15,51.0,21.0,-0.98999995
1954-08-15,51.0,21.0,1.0799999
1954-09-15,51.0,21.0,1.75
1954-10-15,51.0,21.0,-0.03
1954-11-15,51.0,21.0,-0.90999997
1954-12-15,51.0,21.0,3.1599998
1955-01-15,51.0,21.0,0.57
1955-02-15,51.0,21.0,-0.84999996
1955-03-15,51.0,21.0,-1.9399999
1955-04-15,51.0,21.0,-0.02
1955-05-15,51.0,21.0,-0.48
1955-06-15,51.0,21.0,-1.02
1955-07-15,51.0,21.0,0.62
1955-08-15,51.0,21.0,1.1
1955-09-15,51.0,21.0,1.1
1955-10-15,51.0,21.0,0.14999999
1955-11-15,51.0,21.0,-0.65
1955-12-15,51.0,21.0,0.79999995
1956-01-15,51.0,21.0,-1.41
1956-02-15,51.0,21.0,-9.91
1956-03-15,51.0,21.0,-1.5799999
1956-04-15,51.0,21.0,-0.089999996
1956-05-15,51.0,21.0,0.64
1956-06-15,51.0,21.0,0.52
1956-07-15,51.0,21.0,-0.52
1956-08-15,51.0,21.0,-0.84
1956-09-15,51.0,21.0,0.29999998
1956-10-15,51.0,21.0,-0.11
1956-11-15,51.0,21.0,-5.46
1956-12-15,51.0,21.0,-0.53999996
1957-01-15,51.0,21.0,0.59
1957-02-15,51.0,21.0,4.7799997
1957-03-15,51.0,21.0,1.17
1957-04-15,51.0,21.0,1.28
1957-05-15,51.0,21.0,-1.5999999
1957-06-15,51.0,21.0,1.3199999
1957-07-15,51.0,21.0,2.62
1957-08-15,51.0,21.0,-0.5
1957-09-15,51.0,21.0,-0.79999995
1957-10-15,51.0,21.0,0.35999998
1957-11-15,51.0,21.0,0.47
1957-12-15,51.0,21.0,-0.47
1958-01-15,51.0,21.0,-0.59
1958-02-15,51.0,21.0,2.6699998
1958-03-15,51.0,21.0,-5.06
1958-04-15,51.0,21.0,-3.09
1958-05-15,51.0,21.0,3.1
1958-06-15,51.0,21.0,-2.45
1958-07-15,51.0,21.0,1.01
1958-08-15,51.0,21.0,0.29
1958-09-15,51.0,21.0,0.44
1958-10-15,51.0,21.0,1.02
1958-11-15,51.0,21.0,0.57
1958-12-15,51.0,21.0,2.25
1959-01-15,51.0,21.0,1.8499999
1959-02-15,51.0,21.0,0.42
1959-03-15,51.0,21.0,4.13
1959-04-15,51.0,21.0,0.5
1959-05-15,51.0,21.0,-0.24
1959-06-15,51.0,21.0,-0.34
1959-07-15,51.0,21.0,3.08
1959-08-15,51.0,21.0,0.22999999
1959-09-15,51.0,21.0,-1.8499999
1959-10-15,51.0,21.0,-1.1899999
1959-11-15,51.0,21.0,-0.78
1959-12-15,51.0,21.0,1.09
1960-01-15,51.0,21.0,-0.34
1960-02-15,51.0,21.0,-2.1299999
1960-03-15,51.0,21.0,0.34
1960-04-15,51.0,21.0,-0.47
1960-05-15,51.0,21.0,0.03
1960-06-15,51.0,21.0,0.48999998
1960-07-15,51.0,21.0,-0.76
1960-08-15,51.0,21.0,0.089999996
1960-09-15,51.0,21.0,-1.12
1960-10-15,51.0,21.0,1.81
1960-11-15,51.0,21.0,3.04
1960-12-15,51.0,21.0,4.0499997
1961-01-15,51.0,21.0,-0.39
1961-02-15,51.0,21.0,4.2
1961-03-15,51.0,21.0,3.74
1961-04-15,51.0,21.0,2.4099998
1961-05-15,51.0,21.0,-1.03
1961-06-15,51.0,21.0,1.31
1961-07-15,51.0,21.0,-1.31
1961-08-15,51.0,21.0,-0.29999998
1961-09-15,51.0,21.0,1.27
1961-10-15,51.0,21.0,2.21
1961-11-15,51.0,21.0,0.48999998
1961-12-15,51.0,21.0,-2.75
1962-01-15,51.0,21.0,2.71
1962-02-15,51.0,21.0,-0.48999998
1962-03-15,51.0,21.0,-3.1299999
1962-04-15,51.0,21.0,2.81
1962-05-15,51.0,21.0,-2.1399999
1962-06-15,51.0,21.0,-1.8499999
1962-07-15,51.0,21.0,-1.73
1962-08-15,51.0,21.0,0.19
1962-09-15,51.0,21.0,-0.7
1962-10-15,51.0,21.0,-0.26999998
1962-11-15,51.0,21.0,1.1999999
1962-12-15,51.0,21.0,-4.1
1963-01-15,51.0,21.0,-7.77
1963-02-15,51.0,21.0,-6.33
1963-03-15,51.0,21.0,-3.8
1963-04-15,51.0,21.0,0.42
1963-05-15,51.0,21.0,2.04
1963-06-15,51.0,21.0,0.41
1963-07-15,51.0,21.0,1.8299999
1963-08-15,51.0,21.0,1.5699999
1963-09-15,51.0,21.0,1.53
1963-10-15,51.0,21.0,-0.42
1963-11-15,51.0,21.0,3.4099998
1963-12-15,51.0,21.0,-4.5
1964-01-15,51.0,21.0,-1.39
1964-02-15,51.0,21.0,-2.47
1964-03-15,51.0,21.0,-4.93
1964-04-15,51.0,21.0,0.56
1964-05-15,51.0,21.0,-0.049999997
1964-06-15,51.0,21.0,2.87
1964-07-15,51.0,21.0,0.17
1964-08-15,51.0,21.0,-0.94
1964-09-15,51.0,21.0,0.03
1964-10-15,51.0,21.0,-0.16
1964-11-15,51.0,21.0,0.26999998
1964-12-15,51.0,21.0,0.29
1965-01-15,51.0,21.0,1.9599999
1965-02-15,51.0,21.0,-4.65
1965-03-15,51.0,21.0,-1.4699999
1965-04-15,51.0,21.0,-1.63
1965-05-15,51.0,21.0,-2.48
1965-06-15,51.0,21.0,0.07
1965-07-15,51.0,21.0,-1.17
1965-08-15,51.0,21.0,-1.36
1965-09-15,51.0,21.0,1.11
1965-10-15,51.0,21.0,-0.94
1965-11-15,51.0,21.0,-4.23
1965-12-15,51.0,21.0,0.48
1966-01-15,51.0,21.0,-0.95
1966-02-15,51.0,21.0,3.85
1966-03-15,51.0,21.0,0.69
1966-04-15,51.0,21.0,1.56
1966-05-15,51.0,21.0,0.87
1966-06-15,51.0,21.0,-0.35999998
1966-07-15,51.0,21.0,0.089999996
1966-08-15,51.0,21.0,-0.41
1966-09-15,51.0,21.0,-0.79999995
1966-10-15,51.0,21.0,3.24
1966-11-15,51.0,21.0,0.29
1966-12-15,51.0,21.0,0.66999996
1967-01-15,51.0,21.0,-0.91999996
1967-02-15,51.0,21.0,2.06
1967-03-15,51.0,21.0,3.56
1967-04-15,51.0,21.0,0.16
1967-05-15,51.0,21.0,1.28
1967-06-15,51.0,21.0,-0.04
1967-07-15,51.0,21.0,1.2099999
1967-08-15,51.0,21.0,0.26
1967-09-15,51.0,21.0,2.61
1967-10-15,51.0,21.0,2.56
1967-11-15,51.0,21.0,0.45999998
1967-12-15,51.0,21.0,-1.29
1968-01-15,51.0,21.0,-1.0799999
1968-02-15,51.0,21.0,1.92
1968-03-15,51.0,21.0,1.92
1968-04-15,51.0,21.0,2.02
1968-05-15,51.0,21.0,0.32999998
1968-06-15,51.0,21.0,1.8299999
1968-07-15,51.0,21.0,-0.63
1968-08-15,51.0,21.0,-0.52
1968-09-15,51.0,21.0,0.39
1968-10-15,51.0,21.0,-0.32
1968-11-15,51.0,21.0,1.5899999
1968-12-15,51.0,21.0,-3.1799998
1969-01-15,51.0,21.0,-1.5799999
1969-02-15,51.0,21.0,-1.49
1969-03-15,51.0,21.0,-3.4499998
1969-04-15,51.0,21.0,-0.04
1969-05-15,51.0,21.0,2.53
1969-06-15,51.0,21.0,-0.19999999
1969-07-15,51.0,21.0,0.37
1969-08-15,51.0,21.0,-0.34
1969-09-15,51.0,21.0,-0.099999994
1969-10-15,51.0,21.0,0.58
1969-11-15,51.0,21.0,1.5
1969-12-15,51.0,21.0,-6.8999996
1970-01-15,51.0,21.0,-1.31
1970-02-15,51.0,21.0,-3.28
1970-03-15,51.0,21.0,-1.27
1970-04-15,51.0,21.0,-0.5
1970-05-15,51.0,21.0,-0.90999997
1970-06-15,51.0,21.0,0.11
1970-07-15,51.0,21.0,-0.21
1970-08-15,51.0,21.0,-0.42
1970-09-15,51.0,21.0,-1.31
1970-10-15,51.0,21.0,-0.61
1970-11-15,51.0,21.0,1.63
1970-12-15,51.0,21.0,0.98999995
1971-01-15,51.0,21.0,0.57
1971-02-15,51.0,21.0,2.1499999
1971-03-15,51.0,21.0,-2.12
1971-04-15,51.0,21.0,0.19
1971-05-15,51.0,21.0,1.86
1971-06-15,51.0,21.0,-0.89
1971-07-15,51.0,21.0,0.16
1971-08-15,51.0,21.0,1.51
1971-09-15,51.0,21.0,-2.2
1971-10-15,51.0,21.0,-0.53
1971-11-15,51.0,21.0,-0.96
1971-12-15,51.0,21.0,3.47
1972-01-15,51.0,21.0,-2.33
1972-02-15,51.0,21.0,2.9099998
1972-03-15,51.0,21.0,2.3999999
1972-04-15,51.0,21.0,0.19
1972-05-15,51.0,21.0,0.71999997
1972-06-15,51.0,21.0,0.57
1972-07-15,51.0,21.0,1.79
1972-08-15,51.0,21.0,-0.29999998
1972-09-15,51.0,21.0,-1.67
1972-10-15,51.0,21.0,-2.6599998
1972-11-15,51.0,21.0,0.68
1972-12-15,51.0,21.0,1.02
1973-01-15,51.0,21.0,2.04
1973-02-15,51.0,21.0,3.22
1973-03-15,51.0,21.0,2.1699998
1973-04-15,51.0,21.0,-0.85999995
1973-05-15,51.0,21.0,0.14999999
1973-06-15,51.0,21.0,-0.48999998
1973-07-15,51.0,21.0,-0.31
1973-08-15,51.0,21.0,-0.049999997
1973-09-15,51.0,21.0,0.19
1973-10-15,51.0,21.0,-1.38
1973-11-15,51.0,21.0,-2.1499999
1973-12-15,51.0,21.0,-0.68
1974-01-15,51.0,21.0,3.32
1974-02-15,51.0,21.0,5.58
1974-03-15,51.0,21.0,4.1
1974-04-15,51.0,21.0,-0.57
1974-05-15,51.0,21.0,-1.1999999
1974-06-15,51.0,21.0,-2.04
1974-07-15,51.0,21.0,-1.73
1974-08-15,51.0,21.0,1.3399999
1974-09-15,51.0,21.0,0.13
1974-10-15,51.0,21.0,-2.6399999
1974-11-15,51.0,21.0,0.61
1974-12-15,51.0,21.0,3.24
1975-01-15,51.0,21.0,6.45
1975-02-15,51.0,21.0,1.4
1975-03-15,51.0,21.0,3.1899998
1975-04-15,51.0,21.0,-0.26
1975-05-15,51.0,21.0,1.64
1975-06-15,51.0,21.0,-0.45
1975-07-15,51.0,21.0,0.81
1975-08-15,51.0,21.0,0.44
1975-09-15,51.0,21.0,2.6499999
1975-10-15,51.0,21.0,-0.049999997
1975-11-15,51.0,21.0,-2.1
1975-12-15,51.0,21.0,0.65999997
1976-01-15,51.0,21.0,0.93
1976-02-15,51.0,21.0,-0.29999998
1976-03-15,51.0,21.0,-2.44
1976-04-15,51.0,21.0,-0.14999999
1976-05-15,51.0,21.0,-0.62
1976-06-15,51.0,21.0,-1.22
1976-07-15,51.0,21.0,0.24
1976-08-15,51.0,21.0,-2.21
1976-09-15,51.0,21.0,-0.53999996
1976-10-15,51.0,21.0,0.38
1976-11-15,51.0,21.0,1.29
1976-12-15,51.0,21.0,-0.45999998
1977-01-15,51.0,21.0,2.04
1977-02-15,51.0,21.0,3.1599998
1977-03-15,51.0,21.0,3.98
1977-04-15,51.0,21.0,-0.51
1977-05-15,51.0,21.0,0.32999998
1977-06-15,51.0,21.0,-0.17999999
1977-07-15,51.0,21.0,-1.42
1977-08-15,51.0,21.0,-1.0
1977-09-15,51.0,21.0,-2.24
1977-10-15,51.0,21.0,1.14
1977-11-15,51.0,21.0,1.65
1977-12-15,51.0,21.0,-0.16
1978-01-15,51.0,21.0,2.33
1978-02-15,51.0,21.0,-0.82
1978-03-15,51.0,21.0,2.6599998
1978-04-15,51.0,21.0,-1.6899999
1978-05-15,51.0,21.0,-1.38
1978-06-15,51.0,21.0,-1.4
1978-07-15,51.0,21.0,-2.0
1978-08-15,51.0,21.0,-1.4699999
1978-09-15,51.0,21.0,-2.08
1978-10-15,51.0,21.0,0.34
1978-11-15,51.0,21.0,0.59
1978-12-15,51.0,21.0,-2.2
1979-01-15,51.0,21.0,-2.27
1979-02-15,51.0,21.0,-1.91
1979-03-15,51.0,21.0,1.29
1979-04-15,51.0,21.0,-1.3199999
1979-05-15,51.0,21.0,1.39
1979-06-15,51.0,21.0,2.28
1979-07-15,51.0,21.0,-2.6499999
1979-08-15,51.0,21.0,-0.37
1979-09-15,51.0,21.0,0.29999998
1979-10-15,51.0,21.0,-1.49
1979-11-15,51.0,21.0,-0.78
1979-12-15,51.0,21.0,2.82
1980-01-15,51.0,21.0,-2.06
1980-02-15,51.0,21.0,2.0
1980-03-15,51.0,21.0,-1.11
1980-04-15,51.0,21.0,-1.8399999
1980-05-15,51.0,21.0,-3.0
1980-06-15,51.0,21.0,-0.91999996
1980-07-15,51.0,21.0,-1.53
1980-08-15,51.0,21.0,-1.0799999
1980-09-15,51.0,21.0,-0.78
1980-10-15,51.0,21.0,0.04
1980-11-15,51.0,21.0,-1.5999999
1980-12-15,51.0,21.0,-0.45
1981-01-15,51.0,21.0,-0.06
1981-02-15,51.0,21.0,1.18
1981-03-15,51.0,21.0,3.27
1981-04-15,51.0,21.0,-1.52
1981-05-15,51.0,21.0,0.65999997
1981-06-15,51.0,21.0,1.0699999
1981-07-15,51.0,21.0,-0.26999998
1981-08-15,51.0,21.0,-0.52
1981-09-15,51.0,21.0,0.39
1981-10-15,51.0,21.0,0.7
1981-11-15,51.0,21.0,-0.29
1981-12-15,51.0,21.0,-2.71
1982-01-15,51.0,21.0,-0.39999998
1982-02-15,51.0,21.0,0.01
1982-03-15,51.0,21.0,2.45
1982-04-15,51.0,21.0,-2.1399999
1982-05-15,51.0,21.0,0.71
1982-06-15,51.0,21.0,-0.39
1982-07-15,51.0,21.0,0.52
1982-08-15,51.0,21.0,1.2099999
1982-09-15,51.0,21.0,2.36
1982-10-15,51.0,21.0,0.76
1982-11-15,51.0,21.0,1.18
1982-12-15,51.0,21.0,2.35
1983-01-15,51.0,21.0,6.5899997
1983-02-15,51.0,21.0,-0.78999996
1983-03-15,51.0,21.0,2.23
1983-04-15,51.0,21.0,2.1
1983-05-15,51.0,21.0,2.81
1983-06-15,51.0,21.0,-0.14999999
1983-07-15,51.0,21.0,1.2099999
1983-08-15,51.0,21.0,0.48
1983-09-15,51.0,21.0,1.01
1983-10-15,51.0,21.0,0.39
1983-11-15,51.0,21.0,-1.4399999
1983-12-15,51.0,21.0,0.01
1984-01-15,51.0,21.0,3.6299999
1984-02-15,51.0,21.0,0.5
1984-03-15,51.0,21.0,-0.47
1984-04-15,51.0,21.0,0.22999999
1984-05-15,51.0,21.0,0.38
1984-06-15,51.0,21.0,-2.07
1984-07-15,51.0,21.0,-1.78
1984-08-15,51.0,21.0,-0.07
1984-09-15,51.0,21.0,0.26999998
1984-10-15,51.0,21.0,2.03
1984-11-15,51.0,21.0,0.01
1984-12-15,51.0,21.0,-0.25
1985-01-15,51.0,21.0,-4.65
1985-02-15,51.0,21.0,-6.17
1985-03-15,51.0,21.0,0.83
1985-04-15,51.0,21.0,0.29999998
1985-05-15,51.0,21.0,1.54
1985-06-15,51.0,21.0,-2.0
1985-07-15,51.0,21.0,-0.41
1985-08-15,51.0,21.0,0.78
1985-09-15,51.0,21.0,-0.87
1985-10-15,51.0,21.0,0.19999999
1985-11-15,51.0,21.0,-2.76
1985-12-15,51.0,21.0,2.96
1986-01-15,51.0,21.0,1.8399999
1986-02-15,51.0,21.0,-6.2999997
1986-03-15,51.0,21.0,-0.29999998
1986-04-15,51.0,21.0,1.5999999
1986-05-15,51.0,21.0,2.1399999
1986-06-15,51.0,21.0,-0.24
1986-07-15,51.0,21.0,-0.37
1986-08-15,51.0,21.0,0.28
1986-09-15,51.0,21.0,-2.07
1986-10-15,51.0,21.0,0.29999998
1986-11-15,51.0,21.0,1.4
1986-12-15,51.0,21.0,0.39
1987-01-15,51.0,21.0,-7.0899997
1987-02-15,51.0,21.0,0.84999996
1987-03-15,51.0,21.0,-4.7599998
1987-04-15,51.0,21.0,-0.13
1987-05-15,51.0,21.0,-1.03
1987-06-15,51.0,21.0,-0.35
1987-07-15,51.0,21.0,0.65
1987-08-15,51.0,21.0,-1.7099999
1987-09-15,51.0,21.0,0.29
1987-10-15,51.0,21.0,0.51
1987-11-15,51.0,21.0,0.69
1987-12-15,51.0,21.0,1.39
1988-01-15,51.0,21.0,5.7
1988-02-15,51.0,21.0,3.1899998
1988-03-15,51.0,21.0,-0.81
1988-04-15,51.0,21.0,-0.57
1988-05-15,51.0,21.0,1.54
1988-06-15,51.0,21.0,-0.32
1988-07-15,51.0,21.0,1.36
1988-08-15,51.0,21.0,0.5
1988-09-15,51.0,21.0,0.32999998
1988-10-15,51.0,21.0,-0.53
1988-11-15,51.0,21.0,-4.31
1988-12-15,51.0,21.0,0.82
1989-01-15,51.0,21.0,5.1
1989-02-15,51.0,21.0,6.22
1989-03-15,51.0,21.0,4.0499997
1989-04-15,51.0,21.0,1.41
1989-05-15,51.0,21.0,0.45999998
1989-06-15,51.0,21.0,-1.38
1989-07-15,51.0,21.0,0.19
1989-08-15,51.0,21.0,0.71999997
1989-09-15,51.0,21.0,0.96999997
1989-10-15,51.0,21.0,1.76
1989-11-15,51.0,21.0,-1.93
1989-12-15,51.0,21.0,1.91
1990-01-15,51.0,21.0,4.66
1990-02-15,51.0,21.0,7.08
1990-03-15,51.0,21.0,4.85
1990-04-15,51.0,21.0,0.26
1990-05-15,51.0,21.0,0.61
1990-06-15,51.0,21.0,-0.19
1990-07-15,51.0,21.0,-1.01
1990-08-15,51.0,21.0,0.38
1990-09-15,51.0,21.0,-2.18
1990-10-15,51.0,21.0,0.90999997
1990-11-15,51.0,21.0,1.24
1990-12-15,51.0,21.0,0.14
1991-01-15,51.0,21.0,3.48
1991-02-15,51.0,21.0,-2.03
1991-03-15,51.0,21.0,3.09
1991-04-15,51.0,21.0,-0.58
1991-05-15,51.0,21.0,-2.46
1991-06-15,51.0,21.0,-1.01
1991-07-15,51.0,21.0,1.04
1991-08-15,51.0,21.0,0.65999997
1991-09-15,51.0,21.0,0.88
1991-10-15,51.0,21.0,-0.64
1991-11-15,51.0,21.0,0.59999996
1991-12-15,51.0,21.0,-0.95
1992-01-15,51.0,21.0,2.6299999
1992-02-15,51.0,21.0,3.01
1992-03-15,51.0,21.0,1.73
1992-04-15,51.0,21.0,0.099999994
1992-05-15,51.0,21.0,0.31
1992-06-15,51.0,21.0,1.31
1992-07-15,51.0,21.0,1.65
1992-08-15,51.0,21.0,4.37
1992-09-15,51.0,21.0,-0.51
1992-10-15,51.0,21.0,-2.03
1992-11-15,51.0,21.0,0.39
1992-12-15,51.0,21.0,-0.16
1993-01-15,51.0,21.0,3.47
1993-02-15,51.0,21.0,0.62
1993-03-15,51.0,21.0,-0.68
1993-04-15,51.0,21.0,0.59999996
1993-05-15,51.0,21.0,3.11
1993-06-15,51.0,21.0,-0.79999995
1993-07-15,51.0,21.0,-0.98999995
1993-08-15,51.0,21.0,-0.31
1993-09-15,51.0,21.0,-0.69
1993-10-15,51.0,21.0,0.44
1993-11-15,51.0,21.0,-4.5699997
1993-12-15,51.0,21.0,2.75
1994-01-15,51.0,21.0,6.0899997
1994-02-15,51.0,21.0,0.61
1994-03-15,51.0,21.0,2.84
1994-04-15,51.0,21.0,1.14
1994-05-15,51.0,21.0,0.02
1994-06-15,51.0,21.0,-0.42
1994-07-15,51.0,21.0,3.0
1994-08-15,51.0,21.0,1.4399999
1994-09-15,51.0,21.0,1.76
1994-10-15,51.0,21.0,-1.53
1994-11-15,51.0,21.0,0.51
1994-12-15,51.0,21.0,1.74
1995-01-15,51.0,21.0,2.18
1995-02-15,51.0,21.0,5.39
1995-03-15,51.0,21.0,1.26
1995-04-15,51.0,21.0,0.08
1995-05-15,51.0,21.0,-0.38
1995-06-15,51.0,21.0,0.26
1995-07-15,51.0,21.0,2.23
1995-08-15,51.0,21.0,0.66999996
1995-09-15,51.0,21.0,-0.53
1995-10-15,51.0,21.0,1.9699999
1995-11-15,51.0,21.0,-3.25
